Category	Geneset.ID	Description	Number.of.Genes	enrich.status	enrich.fdr	enrich.pvalue	promoter.status	promoter.fdr	promoter.pvalue	enhancer.status	enhancer.fdr	enhancer.pvalue
Gene Ontology Biological Process	GO:0006875	cellular metal ion homeostasis	207	enriched	0.0802111480772978	0.0108130062193668	depleted	0.148510324432579	0.0129590160935933	closer	0.774077973805257	0.536493024384925
Gene Ontology Biological Process	GO:0098810	neurotransmitter reuptake	13	enriched	0.0802111480772978	0.0108533721609285	depleted	0.541704223870355	0.20284868785896	farther	0.991030714609942	0.980059894891013
Gene Ontology Biological Process	GO:0072521	purine-containing compound metabolic process	221	enriched	0.0811732543135717	0.0110590470490334	enriched	0.501335315310489	0.170442771566106	farther	0.632490760668931	0.345050795633915
Gene Ontology Biological Process	GO:0055067	monovalent inorganic cation homeostasis	56	enriched	0.0811732543135717	0.0110612129836094	enriched	0.884639037746596	0.693659734770376	farther	0.209075130403677	0.0399147122134034
Gene Ontology Biological Process	GO:0071385	cellular response to glucocorticoid stimulus	37	enriched	0.0816684356798694	0.0111761805756906	enriched	0.877842278228521	0.68276621639996	farther	0.33791281094721	0.0975038394376398
Gene Ontology Biological Process	GO:0021983	pituitary gland development	26	enriched	0.082109933737695	0.0112852286300884	depleted	0.679781010365534	0.368297099662847	closer	0.73802983076257	0.48514301026487
Gene Ontology Biological Process	GO:0021885	forebrain cell migration	45	enriched	0.082109933737695	0.0113002622511656	depleted	0.796916259028226	0.532280998178267	closer	0.425480910956794	0.155847154411442
Gene Ontology Biological Process	GO:0009165	nucleotide biosynthetic process	127	enriched	0.0837720493990278	0.0116101987440017	enriched	0.991152791987356	0.969242491757269	farther	0.708076164403384	0.441164207461502
Gene Ontology Biological Process	GO:0045912	negative regulation of carbohydrate metabolic process	25	enriched	0.0842027021130763	0.0117989638040811	depleted	0.652539315308004	0.332514272984256	farther	0.780513624328415	0.548422772038906
Gene Ontology Biological Process	GO:0010720	positive regulation of cell development	234	enriched	0.0842251238887695	0.0118362502072801	depleted	0.522240369418111	0.188561483004949	closer	0.00524679119036021	0.000188513569667244
Gene Ontology Biological Process	GO:0051350	negative regulation of lyase activity	18	enriched	0.0844576903271636	0.011885303969281	enriched	0.382495836130201	0.0796558917104151	farther	0.696274297132523	0.426147103980514
Gene Ontology Biological Process	GO:0014047	glutamate secretion	27	enriched	0.0862960874152198	0.0121941941705166	enriched	0.531887386316823	0.195035688874367	farther	0.91554884533768	0.800682938542547
Gene Ontology Biological Process	GO:0048639	positive regulation of developmental growth	81	enriched	0.0868431747744212	0.0123051678154879	enriched	0.945137439887011	0.810065441981886	closer	0.677981112070785	0.403575861040388
Gene Ontology Biological Process	GO:0018958	phenol-containing compound metabolic process	39	enriched	0.0886859287127274	0.012652227860548	depleted	0.288587557803142	0.0429929077124645	closer	0.636785360183201	0.349372430086918
Gene Ontology Biological Process	GO:0042053	regulation of dopamine metabolic process	8	enriched	0.0896427163096884	0.0128408543037138	depleted	0.755928445677997	0.470812241420302	farther	0.964859176462675	0.91370233917887
Gene Ontology Biological Process	GO:0042069	regulation of catecholamine metabolic process	8	enriched	0.0896427163096884	0.0128408543037138	depleted	0.755928445677997	0.470812241420302	farther	0.964859176462675	0.91370233917887
Gene Ontology Biological Process	GO:0051047	positive regulation of secretion	127	enriched	0.0899709145181584	0.0129227462023561	depleted	0.659424175378544	0.340856730615001	farther	0.478253764947635	0.191308720154454
Gene Ontology Biological Process	GO:0018345	protein palmitoylation	13	enriched	0.0927995785832507	0.0134009858586008	depleted	0.652616995803981	0.332764631937845	farther	0.987105135603834	0.966673512727375
Gene Ontology Biological Process	GO:1901293	nucleoside phosphate biosynthetic process	127	enriched	0.0936946623202194	0.0135847271594348	enriched	0.991152791987356	0.969242491757269	farther	0.708076164403384	0.441164207461502
Gene Ontology Biological Process	GO:1902582	single-organism intracellular transport	289	enriched	0.0943133285939707	0.0136927084932902	enriched	0.15535766197863	0.013940125531592	farther	0.00962306873418206	0.000383128586231758
Gene Ontology Biological Process	GO:1902580	single-organism cellular localization	375	enriched	0.0944992957504536	0.0137563425292868	enriched	0.0445218951594117	0.00207286289735074	farther	0.0250391526797894	0.00138593096013594
Gene Ontology Biological Process	GO:0031279	regulation of cyclase activity	49	enriched	0.0963607888477064	0.0140646780388298	depleted	0.729972734826578	0.431868686049232	closer	0.682851827034902	0.40899495719084
Gene Ontology Biological Process	GO:0009154	purine ribonucleotide catabolic process	19	enriched	0.0963754655055739	0.0141115708544722	enriched	0.615344704472728	0.280377903375065	farther	0.712985627572863	0.447262589800347
Gene Ontology Biological Process	GO:0046888	negative regulation of hormone secretion	39	enriched	0.0963754655055739	0.0141228633305319	enriched	0.698457450730925	0.391959639793542	farther	0.313814767393756	0.0853254368520602
Gene Ontology Biological Process	GO:0042401	cellular biogenic amine biosynthetic process	12	enriched	0.0974337371674441	0.0143346009905195	enriched	0.515009953557728	0.182195433163418	farther	0.486684817462924	0.199721308855925
Gene Ontology Biological Process	GO:0034470	ncRNA processing	174	enriched	0.0981805095557566	0.0144634982094156	enriched	9.33743022597311e-06	5.43189658288139e-08	farther	1.03340807645063e-05	9.6336352048223e-08
Gene Ontology Biological Process	GO:0048511	rhythmic process	154	enriched	0.0985174665193124	0.0145322333826704	enriched	0.939778903446261	0.795814324481253	farther	0.58802643677402	0.292357288432995
Gene Ontology Biological Process	GO:0006497	protein lipidation	58	enriched	0.0985244983165838	0.0145878390320797	depleted	0.127427420045515	0.0103018837528211	closer	0.0852874454928961	0.00865766288299991
Gene Ontology Biological Process	GO:0009261	ribonucleotide catabolic process	20	enriched	0.0985351637553942	0.0146112425417477	enriched	0.749623744150893	0.462391531926312	farther	0.81570315683832	0.599460234118509
Gene Ontology Biological Process	GO:0006614	SRP-dependent cotranslational protein targeting to membrane	78	enriched	0.0991056475330295	0.0147534672039866	enriched	3.41861217383856e-05	2.91679146109941e-07	farther	0.00154194925466848	4.10268106213986e-05
Gene Ontology Biological Process	GO:0070234	positive regulation of T cell apoptotic process	7	enriched	0.0998939545662427	0.0148901824115993	depleted	0.389128303153049	0.083228333988329	closer	0.564005749908086	0.269022746508887
Gene Ontology Biological Process	GO:0007186	G-protein coupled receptor signaling pathway	340	enriched	0.0999400036596687	0.014916418456667	depleted	0.00212854799683601	4.00366794052923e-05	closer	0.0784135425052775	0.00750609320246726
Gene Ontology Biological Process	GO:0050974	detection of mechanical stimulus involved in sensory perception	21	enriched	0.100176438348022	0.0149905428192814	depleted	0.472087638496207	0.149032126327676	closer	0.170489638406084	0.028773644547463
Gene Ontology Biological Process	GO:0055074	calcium ion homeostasis	176	enriched	0.100264063162801	0.0150425246923839	depleted	0.0627519387303458	0.00326110521228091	closer	0.434463777143162	0.161668789474908
Gene Ontology Biological Process	GO:0007618	mating	23	enriched	0.101069888870404	0.0152988808704675	depleted	0.0512207075435956	0.00251286387599955	closer	0.314469350042768	0.0858360212073655
Gene Ontology Biological Process	GO:0006700	C21-steroid hormone biosynthetic process	13	enriched	0.102404319979149	0.0155383018629529	depleted	0.806348280718974	0.54569882861141	closer	0.705679914660325	0.437469467390903
Gene Ontology Biological Process	GO:0055083	monovalent inorganic anion homeostasis	9	enriched	0.102404319979149	0.0155422722511482	enriched	0.757487216466211	0.473385697256522	farther	0.67585192316352	0.400733331019271
Gene Ontology Biological Process	GO:0030307	positive regulation of cell growth	77	enriched	0.104054869333376	0.0158516063601763	enriched	0.515009953557728	0.182182727838363	closer	0.948730470915308	0.87595573588532
Gene Ontology Biological Process	GO:0050854	regulation of antigen receptor-mediated signaling pathway	24	enriched	0.104747096540376	0.016060273960736	depleted	0.0786580579583828	0.00477408806301606	closer	0.568804113891136	0.273222448566926
Gene Ontology Biological Process	GO:0007200	phospholipase C-activating G-protein coupled receptor signaling pathway	43	enriched	0.105792439430179	0.0162615631843636	depleted	0.88801471986483	0.699780446021485	farther	0.97247086514924	0.932620146068547
Gene Ontology Biological Process	GO:0098742	cell-cell adhesion via plasma-membrane adhesion molecules	104	enriched	0.106070815668213	0.0163249132856293	depleted	0.00384368060039098	8.19865941522219e-05	closer	6.36725010297028e-05	9.27449519756789e-07
Gene Ontology Biological Process	GO:0009309	amine biosynthetic process	12	enriched	0.107564179733362	0.0166798495419053	enriched	0.515009953557728	0.182195433163418	farther	0.486684817462924	0.199721308855925
Gene Ontology Biological Process	GO:0010976	positive regulation of neuron projection development	136	enriched	0.107682960163683	0.016781760025509	depleted	0.986215768063127	0.955751085347046	closer	0.304369075713105	0.0796242270315697
Gene Ontology Biological Process	GO:0043484	regulation of RNA splicing	82	enriched	0.108112326270427	0.0168696302864303	enriched	0.234846241303095	0.029400191796046	farther	0.495511148178425	0.209584762327049
Gene Ontology Biological Process	GO:0048278	vesicle docking	34	enriched	0.108745677229083	0.0170316935842409	enriched	0.232408124332806	0.0285709843675398	farther	0.031796809810339	0.00195140646728824
Gene Ontology Biological Process	GO:0071384	cellular response to corticosteroid stimulus	38	enriched	0.109164546176498	0.0171607766910525	enriched	0.841112076982454	0.61305886051922	farther	0.311183892112095	0.0841870580136237
Gene Ontology Biological Process	GO:0048589	developmental growth	280	enriched	0.109238844023273	0.0171936308096332	depleted	0.68045450894467	0.369585627216215	closer	0.0659266507650993	0.00585132635456407
Gene Ontology Biological Process	GO:0030826	regulation of cGMP biosynthetic process	9	enriched	0.10953235999767	0.0173459852913543	enriched	0.812557017618527	0.559666962687804	farther	0.834885964205766	0.631555803181483
Gene Ontology Biological Process	GO:0051339	regulation of lyase activity	47	enriched	0.110378139074129	0.0175655073037139	depleted	0.954813025915938	0.832985030753501	closer	0.764106443650759	0.522661272972999
Gene Ontology Biological Process	GO:2000300	regulation of synaptic vesicle exocytosis	16	enriched	0.112018191541082	0.0179350700160755	enriched	0.947395657245189	0.816058424721028	closer	0.379925704880887	0.124672236638699
Gene Ontology Biological Process	GO:0045823	positive regulation of heart contraction	19	enriched	0.114461345633719	0.0184371735261913	enriched	0.615344704472728	0.280311098024132	farther	0.126192291310526	0.0170821571263229
Gene Ontology Biological Process	GO:0072384	organelle transport along microtubule	37	enriched	0.118441702497289	0.0192390282404979	enriched	0.665212184740607	0.348665607010638	farther	0.695509679807619	0.42387053315912
Gene Ontology Biological Process	GO:0015804	neutral amino acid transport	13	enriched	0.118640260421964	0.0193022606284253	enriched	0.779222634357438	0.507847057218412	farther	0.50451247629545	0.217820451194245
Gene Ontology Biological Process	GO:0018410	C-terminal protein amino acid modification	40	enriched	0.119642778505164	0.0195500799146838	depleted	0.0202345000658013	0.000757273320283043	closer	0.000117970021554025	1.87872242521462e-06
Gene Ontology Biological Process	GO:0071333	cellular response to glucose stimulus	61	enriched	0.12229336605342	0.0201254250396111	enriched	0.736220415080811	0.441275412645877	farther	0.876521604102617	0.707560794693932
Gene Ontology Biological Process	GO:0006396	RNA processing	410	enriched	0.123561477110274	0.0204059659813828	enriched	1.98346116493154e-08	3.84615312183738e-11	farther	2.1541290948305e-06	1.1597168443614e-08
Gene Ontology Biological Process	GO:0051590	positive regulation of neurotransmitter transport	7	enriched	0.123745616243158	0.0204603626003904	enriched	0.765668128005281	0.488061604002574	farther	0.696274297132523	0.42756916866563
Gene Ontology Biological Process	GO:0072507	divalent inorganic cation homeostasis	186	enriched	0.126057115847651	0.0209891573004714	depleted	0.0445218951594117	0.00210100807632324	closer	0.323127769716751	0.0895255190814805
Gene Ontology Biological Process	GO:2000648	positive regulation of stem cell proliferation	23	enriched	0.126417956097055	0.0211172929823214	depleted	0.307922507589457	0.0484245013874441	closer	0.249740056415771	0.0544980212071164
Gene Ontology Biological Process	GO:0010586	miRNA metabolic process	8	enriched	0.127585844916849	0.0214910058601941	enriched	0.960357226163187	0.85275927679444	farther	0.941488476008416	0.855549539569504
Gene Ontology Biological Process	GO:0006612	protein targeting to membrane	116	enriched	0.128071524793894	0.0215976403509765	enriched	2.86310825403395e-05	2.22075489938642e-07	farther	0.000365360161170853	7.87628236355888e-06
Gene Ontology Biological Process	GO:0006887	exocytosis	290	enriched	0.128541773148909	0.0217018578043612	enriched	0.448683801847666	0.129855004780161	farther	0.239167624285788	0.0509084708132111
Gene Ontology Biological Process	GO:0030033	microvillus assembly	16	enriched	0.129779351969125	0.0220491296003623	enriched	0.932685848742083	0.784251407816305	farther	0.646198895878796	0.361314162213061
Gene Ontology Biological Process	GO:0021783	preganglionic parasympathetic fiber development	12	enriched	0.132550908573898	0.0226870425025688	depleted	0.753719384949814	0.468571717694222	closer	0.929801793274206	0.829399812877923
Gene Ontology Biological Process	GO:0007588	excretion	20	enriched	0.133140486089486	0.0228137603611369	enriched	0.947395657245189	0.816226275962841	farther	0.99253429553402	0.984632495424527
Gene Ontology Biological Process	GO:0051048	negative regulation of secretion	99	enriched	0.133384674284059	0.0229407801545013	depleted	0.735022466031075	0.438704508521165	farther	0.368947285467829	0.116047001691819
Gene Ontology Biological Process	GO:0030804	positive regulation of cyclic nucleotide biosynthetic process	46	enriched	0.133419508643198	0.0229908786942823	depleted	0.34822611584982	0.0643138859962936	closer	0.374737166146979	0.120157518218812
Gene Ontology Biological Process	GO:0030003	cellular cation homeostasis	228	enriched	0.133637495161132	0.0230802496973383	depleted	0.22136719599416	0.0250256108715523	closer	0.991030714609942	0.980054973009335
Gene Ontology Biological Process	GO:0021533	cell differentiation in hindbrain	16	enriched	0.135255765907117	0.0234696692632541	depleted	0.355938203024628	0.0681487618559301	closer	0.137472122091977	0.0197304133280193
Gene Ontology Biological Process	GO:0009409	response to cold	22	enriched	0.135799477791318	0.0236665961598767	enriched	0.69691210390568	0.387932304783697	farther	0.795192090655716	0.568383268004236
Gene Ontology Biological Process	GO:0044106	cellular amine metabolic process	42	enriched	0.136968617104997	0.0239476046963961	enriched	0.597536007423375	0.263664724077608	farther	0.239302516203994	0.0511230856135935
Gene Ontology Biological Process	GO:0006613	cotranslational protein targeting to membrane	79	enriched	0.137915860525687	0.024236074762474	enriched	2.31508591546023e-05	1.61611582231081e-07	farther	0.00113448012195331	2.77616032950315e-05
Gene Ontology Biological Process	GO:0071407	cellular response to organic cyclic compound	238	enriched	0.137915860525687	0.0242689311489525	depleted	0.894989884274804	0.719185200782391	farther	0.979113004295523	0.949650009857147
Gene Ontology Biological Process	GO:0042158	lipoprotein biosynthetic process	58	enriched	0.138150457866458	0.0243917731916607	depleted	0.127427420045515	0.0103018837528211	closer	0.0852874454928961	0.00865766288299991
Gene Ontology Biological Process	GO:0021762	substantia nigra development	21	enriched	0.138150457866458	0.0244026238205983	enriched	0.507990407383166	0.174846417123351	farther	0.54930138921669	0.259341945462376
Gene Ontology Biological Process	GO:0010447	response to acidic pH	12	enriched	0.139216053243277	0.0247453228967019	depleted	0.400992421725002	0.0901980238900528	closer	0.491921407494326	0.206612852313563
Gene Ontology Biological Process	GO:0045047	protein targeting to ER	80	enriched	0.140741292226337	0.0251528341602409	enriched	5.2553256885257e-05	4.82848497449599e-07	farther	0.00183738887544982	5.2456042860968e-05
Gene Ontology Biological Process	GO:1902803	regulation of synaptic vesicle transport	20	enriched	0.141526505153585	0.0253450164262776	depleted	0.943244133603847	0.802406828411883	closer	0.442301581271342	0.166045631500778
Gene Ontology Biological Process	GO:1903779	regulation of cardiac conduction	38	enriched	0.141526505153585	0.0254551639490653	depleted	0.983145644143204	0.94664665779794	farther	0.767396157483691	0.527528661749621
Gene Ontology Biological Process	GO:0021697	cerebellar cortex formation	16	enriched	0.141526505153585	0.0254577625087278	depleted	0.355938203024628	0.0681487618559301	closer	0.137472122091977	0.0197304133280193
Gene Ontology Biological Process	GO:0071331	cellular response to hexose stimulus	61	enriched	0.141941215078159	0.0256172828835709	enriched	0.736220415080811	0.441275412645877	farther	0.876521604102617	0.707560794693932
Gene Ontology Biological Process	GO:0050684	regulation of mRNA processing	69	enriched	0.142608913895592	0.025807557308794	enriched	0.446129074251067	0.126635368043387	farther	0.820764848058798	0.606724226209824
Gene Ontology Biological Process	GO:0090066	regulation of anatomical structure size	216	enriched	0.143619745239962	0.0260845988062944	depleted	0.444202313934156	0.122464590736066	closer	0.137396676842193	0.0196409286928239
Gene Ontology Biological Process	GO:0021952	central nervous system projection neuron axonogenesis	17	enriched	0.146256287478613	0.0269605988354645	depleted	0.95137639620529	0.8252635899657	closer	0.102748911847565	0.0119930269994924
Gene Ontology Biological Process	GO:0098815	modulation of excitatory postsynaptic potential	34	enriched	0.146948358474947	0.0271166577375751	enriched	0.943244133603847	0.802252206193408	closer	0.596353926558622	0.30113035716691
Gene Ontology Biological Process	GO:0046883	regulation of hormone secretion	129	enriched	0.146966245409451	0.0271769331499547	enriched	0.980414596849471	0.930903283695708	closer	0.515394256196966	0.22737652529716
Gene Ontology Biological Process	GO:0050773	regulation of dendrite development	75	enriched	0.149906145498963	0.0278467265418918	enriched	0.973864836826536	0.902293230629666	closer	0.487388642291171	0.200367057490109
Gene Ontology Biological Process	GO:0071326	cellular response to monosaccharide stimulus	61	enriched	0.150103658749556	0.0279316752082912	enriched	0.736220415080811	0.441275412645877	farther	0.876521604102617	0.707560794693932
Gene Ontology Biological Process	GO:0032844	regulation of homeostatic process	209	enriched	0.150889597792404	0.0282241639600058	depleted	0.411951267837796	0.0968169355476844	closer	0.538583329943204	0.248528644774724
Gene Ontology Biological Process	GO:0070230	positive regulation of lymphocyte apoptotic process	7	enriched	0.152202177799127	0.0285179204877275	depleted	0.389128303153049	0.083228333988329	closer	0.564005749908086	0.269022746508887
Gene Ontology Biological Process	GO:0010039	response to iron ion	12	enriched	0.152529947617418	0.0289773944099895	depleted	0.440730200492555	0.113010946191316	farther	0.964300746241027	0.912049841560264
Gene Ontology Biological Process	GO:0003333	amino acid transmembrane transport	21	enriched	0.154302072516061	0.02946065931931	enriched	0.870877542237604	0.670338491054748	farther	0.681313464675295	0.407147316140199
Gene Ontology Biological Process	GO:0044802	single-organism membrane organization	315	enriched	0.154724894329603	0.0296013705569525	enriched	0.422426886640851	0.103289713288386	farther	0.997912724203486	0.995465298344456
Gene Ontology Biological Process	GO:1903532	positive regulation of secretion by cell	117	enriched	0.158190492564858	0.0305710256032494	depleted	0.769634663825233	0.493217569576689	farther	0.450457810913646	0.172206351234389
Gene Ontology Biological Process	GO:0006388	tRNA splicing, via endonucleolytic cleavage and ligation	6	enriched	0.159102937156758	0.0307781995120071	enriched	0.278064002436414	0.0394153162266858	farther	0.268777571973005	0.0631097464586062
Gene Ontology Biological Process	GO:0032873	negative regulation of stress-activated MAPK cascade	18	enriched	0.159427496646745	0.0309411701737744	enriched	0.465650614736406	0.144499949839624	farther	0.3049249658371	0.0799473109108731
Gene Ontology Biological Process	GO:0070303	negative regulation of stress-activated protein kinase signaling cascade	18	enriched	0.159427496646745	0.0309411701737744	enriched	0.465650614736406	0.144499949839624	farther	0.3049249658371	0.0799473109108731
Gene Ontology Biological Process	GO:0043266	regulation of potassium ion transport	46	enriched	0.159583843023116	0.0310568285317326	enriched	0.846211277833371	0.624861433980989	closer	0.769498932371014	0.529488195259371
Gene Ontology Biological Process	GO:0019933	cAMP-mediated signaling	30	enriched	0.159728556566899	0.0313039292215073	enriched	0.373585567179907	0.0757808784993234	closer	0.909174114806905	0.778408788389596
Gene Ontology Biological Process	GO:0045981	positive regulation of nucleotide metabolic process	58	enriched	0.159728556566899	0.0313570216611627	depleted	0.570176522636702	0.23053094247766	closer	0.708076164403384	0.441842827000985
Gene Ontology Biological Process	GO:1900544	positive regulation of purine nucleotide metabolic process	58	enriched	0.159728556566899	0.0313570216611627	depleted	0.570176522636702	0.23053094247766	closer	0.708076164403384	0.441842827000985
Gene Ontology Biological Process	GO:0008033	tRNA processing	41	enriched	0.159728556566899	0.0313636417527174	enriched	0.094352086321026	0.00623801098181832	farther	0.0392454638488694	0.00274151703816501
Gene Ontology Biological Process	GO:0021801	cerebral cortex radial glia guided migration	18	enriched	0.159854084049011	0.0314502607694798	enriched	0.812080467022217	0.558203229705536	closer	0.73464443995523	0.479965798409282
Gene Ontology Biological Process	GO:0022030	telencephalon glial cell migration	18	enriched	0.159854084049011	0.0314502607694798	enriched	0.812080467022217	0.558203229705536	closer	0.73464443995523	0.479965798409282
Gene Ontology Biological Process	GO:0035690	cellular response to drug	36	enriched	0.160680048364237	0.0317288738344086	enriched	0.95137639620529	0.824963732243736	farther	0.830090974817445	0.623092176669144
Gene Ontology Biological Process	GO:0045761	regulation of adenylate cyclase activity	42	enriched	0.161554908908985	0.0321705779408936	depleted	0.935465719474431	0.788896725614563	closer	0.670566838760417	0.391575984110741
Gene Ontology Biological Process	GO:0048486	parasympathetic nervous system development	14	enriched	0.16288536312695	0.0325223535421153	depleted	0.602367581161384	0.267251701705885	closer	0.713587368615228	0.448330770532193
Gene Ontology Biological Process	GO:0071625	vocalization behavior	34	enriched	0.16288536312695	0.0325518141856728	depleted	0.841112076982454	0.610473337076447	closer	0.00222715583944542	6.61788392765876e-05
Gene Ontology Biological Process	GO:0006401	RNA catabolic process	141	enriched	0.163263158321727	0.0326589609203377	enriched	1.00280028705321e-05	6.02808006566794e-08	farther	8.83406564465355e-06	7.20587991989607e-08
Gene Ontology Biological Process	GO:0014902	myotube differentiation	44	enriched	0.165560730393422	0.0334057838265564	depleted	0.404723564119005	0.092238847439713	closer	0.710507720034031	0.444740023629769
Gene Ontology Biological Process	GO:0030206	chondroitin sulfate biosynthetic process	17	enriched	0.165560730393422	0.0334073890946991	depleted	0.401304895165129	0.0905727886085441	closer	0.114026069358033	0.0143367791590368
Gene Ontology Biological Process	GO:0003014	renal system process	40	enriched	0.167527453085271	0.0339990779957897	depleted	0.869972360649775	0.666185932171022	closer	0.964859176462675	0.913319564831627
Gene Ontology Biological Process	GO:0045685	regulation of glial cell differentiation	33	enriched	0.167947581146833	0.034136215812774	depleted	0.775106319304978	0.501106160279775	closer	0.2622431554118	0.0598947272799139
Gene Ontology Biological Process	GO:0048813	dendrite morphogenesis	62	enriched	0.167947581146833	0.0341494500141555	depleted	0.719765230708623	0.418292882767838	closer	0.105327105309045	0.0125140473833793
Gene Ontology Biological Process	GO:0050650	chondroitin sulfate proteoglycan biosynthetic process	20	enriched	0.168394672542644	0.0343558411508154	depleted	0.350257201061592	0.0657589126539379	closer	0.0393571209130722	0.00277563278465268
Gene Ontology Biological Process	GO:0071322	cellular response to carbohydrate stimulus	68	enriched	0.168394672542644	0.0343999272666873	enriched	0.787696788957188	0.518868720590957	farther	0.905959127385459	0.77188632585745
Gene Ontology Biological Process	GO:0021510	spinal cord development	54	enriched	0.168394672542644	0.03440181741177	depleted	0.514789133095659	0.181078530798691	closer	0.269594886485755	0.0636681650741267
Gene Ontology Biological Process	GO:0003254	regulation of membrane depolarization	15	enriched	0.169217766290825	0.0346940653323486	depleted	0.42405052162368	0.104151429669305	closer	0.0353213542427616	0.0022706094881247
Gene Ontology Biological Process	GO:0007254	JNK cascade	87	enriched	0.170331415062184	0.0350633771653497	enriched	0.623954058382593	0.293736796465642	farther	0.669989820447131	0.390231010200222
Gene Ontology Biological Process	GO:0030810	positive regulation of nucleotide biosynthetic process	51	enriched	0.170903584390289	0.0352474149624477	depleted	0.398167734320046	0.088481718737788	closer	0.498089556419476	0.212430504155597
Gene Ontology Biological Process	GO:1900373	positive regulation of purine nucleotide biosynthetic process	51	enriched	0.170903584390289	0.0352474149624477	depleted	0.398167734320046	0.088481718737788	closer	0.498089556419476	0.212430504155597
Gene Ontology Biological Process	GO:0060122	inner ear receptor stereocilium organization	17	enriched	0.172371506217292	0.0356838086140856	depleted	0.892294902042654	0.713213028159748	farther	0.83040304713689	0.624593284342801
Gene Ontology Biological Process	GO:0035094	response to nicotine	21	enriched	0.172922008191234	0.0358641981091182	depleted	0.958118941191416	0.84158998674345	farther	0.852824733460556	0.665829370462505
Gene Ontology Biological Process	GO:0007567	parturition	12	enriched	0.173243438620193	0.0364016064090501	depleted	0.765668128005281	0.488702814967085	closer	0.653612430555164	0.370536936257628
Gene Ontology Biological Process	GO:0008089	anterograde axonal transport	19	enriched	0.173685012071133	0.0365346725235373	enriched	0.958355586448855	0.846268362133966	closer	0.990865005399573	0.977859024354021
Gene Ontology Biological Process	GO:0035773	insulin secretion involved in cellular response to glucose stimulus	35	enriched	0.175363469765203	0.0369995596786742	enriched	0.881393131084973	0.689001951432691	closer	0.806842862353802	0.58636744822838
Gene Ontology Biological Process	GO:1901137	carbohydrate derivative biosynthetic process	301	enriched	0.179079233053145	0.0381484933369659	depleted	0.562505113168174	0.223785767072039	closer	0.669871911481102	0.38860116519597
Gene Ontology Biological Process	GO:0000394	RNA splicing, via endonucleolytic cleavage and ligation	8	enriched	0.18152486780245	0.0391961514305104	enriched	0.341060779508697	0.0615060160835928	farther	0.308357388476869	0.0820658466034441
Gene Ontology Biological Process	GO:0014072	response to isoquinoline alkaloid	19	enriched	0.18152486780245	0.0392319364774453	depleted	0.40146028982757	0.0910171815817417	closer	0.569212907841301	0.274270193115997
Gene Ontology Biological Process	GO:0043278	response to morphine	19	enriched	0.18152486780245	0.0392319364774453	depleted	0.40146028982757	0.0910171815817417	closer	0.569212907841301	0.274270193115997
Gene Ontology Biological Process	GO:0086001	cardiac muscle cell action potential	28	enriched	0.182743982547851	0.0395507928476957	enriched	0.964833043685643	0.87134622473433	closer	0.574563699307144	0.27863382349387
Gene Ontology Biological Process	GO:0019228	neuronal action potential	24	enriched	0.182743982547851	0.0395667820325548	depleted	0.710780414186849	0.409349976756824	closer	0.193839129662037	0.03489781961482
Gene Ontology Biological Process	GO:0009749	response to glucose	87	enriched	0.184557284160103	0.0402098056592278	depleted	0.920942770334002	0.762541872678433	farther	0.858538660920219	0.67429216250949
Gene Ontology Biological Process	GO:2000463	positive regulation of excitatory postsynaptic potential	25	enriched	0.184701788428794	0.0403128927642608	depleted	0.993180245674887	0.975166448353317	closer	0.215168352493195	0.0417048001142374
Gene Ontology Biological Process	GO:0072599	establishment of protein localization to endoplasmic reticulum	80	enriched	0.189617874975841	0.0423047439614642	enriched	5.2553256885257e-05	4.82848497449599e-07	farther	0.00183738887544982	5.2456042860968e-05
Gene Ontology Biological Process	GO:0035812	renal sodium excretion	10	enriched	0.191268638895245	0.0428584118168061	enriched	0.827211524272752	0.584485104950271	farther	0.598295979603977	0.303576409422005
Gene Ontology Biological Process	GO:0035813	regulation of renal sodium excretion	10	enriched	0.191268638895245	0.0428584118168061	enriched	0.827211524272752	0.584485104950271	farther	0.598295979603977	0.303576409422005
Gene Ontology Biological Process	GO:0055022	negative regulation of cardiac muscle tissue growth	5	enriched	0.191817304372891	0.0431769678626929	enriched	0.954939993016658	0.833983733876526	closer	0.979113004295523	0.952311754162664
Gene Ontology Biological Process	GO:0061117	negative regulation of heart growth	5	enriched	0.191817304372891	0.0431769678626929	enriched	0.954939993016658	0.833983733876526	closer	0.979113004295523	0.952311754162664
Gene Ontology Biological Process	GO:0006837	serotonin transport	9	enriched	0.192461098249053	0.0434429921332568	enriched	0.95137639620529	0.824470845700403	farther	0.707392212757017	0.43907301135225
Gene Ontology Biological Process	GO:0046328	regulation of JNK cascade	78	enriched	0.193140887755638	0.0437111733160448	enriched	0.592515171866488	0.256493320684444	farther	0.678420230446205	0.404100766513597
Gene Ontology Biological Process	GO:0009308	amine metabolic process	42	enriched	0.193140887755638	0.0437271868382604	enriched	0.597536007423375	0.263664724077608	farther	0.239302516203994	0.0511230856135935
Gene Ontology Biological Process	GO:0001678	cellular glucose homeostasis	67	enriched	0.193354719844528	0.0438511949008584	enriched	0.642799749761162	0.318221400259889	farther	0.732714928265921	0.477993677227662
Gene Ontology Biological Process	GO:0055086	nucleobase-containing small molecule metabolic process	255	enriched	0.193354719844528	0.043925514955958	enriched	0.502581843170951	0.171963055484123	farther	0.379925704880887	0.12462505231507
