Category	Geneset.ID	Description	Number.of.Genes	enrich.status	enrich.fdr	enrich.pvalue	promoter.status	promoter.fdr	promoter.pvalue	enhancer.status	enhancer.fdr	enhancer.pvalue
Gene Ontology Biological Process	GO:0021983	pituitary gland development	53	enriched	0.106541129278138	0.00993337530195467	enriched	0.980575035587988	0.945982157806051	farther	0.276535782874169	0.0674856659504901
Gene Ontology Biological Process	GO:0032098	regulation of appetite	21	enriched	0.107341037506715	0.010028761403031	enriched	0.547996172187928	0.222321377861859	farther	0.685963078109148	0.388863789296668
Gene Ontology Biological Process	GO:0030826	regulation of cGMP biosynthetic process	28	enriched	0.108188519182691	0.0101394118179925	depleted	0.642288156776434	0.326194955211712	farther	0.969636871000497	0.912533341474422
Gene Ontology Biological Process	GO:0009743	response to carbohydrate	215	enriched	0.108188519182691	0.0101961159025156	depleted	0.587544074418905	0.267748811583417	farther	0.443301121900383	0.164809372321174
Gene Ontology Biological Process	GO:0007422	peripheral nervous system development	88	enriched	0.108188519182691	0.0102127948908646	enriched	0.999057761685613	0.997702188060531	closer	0.587055852149068	0.277471888455581
Gene Ontology Biological Process	GO:0014902	myotube differentiation	152	enriched	0.108231350327976	0.0102378172048948	depleted	0.166687906153082	0.0199276145964461	closer	0.575466650910635	0.266149143065085
Gene Ontology Biological Process	GO:0048710	regulation of astrocyte differentiation	42	enriched	0.108316000198935	0.0102878154870087	depleted	0.509927006802427	0.192451266251292	closer	0.441557872826738	0.163667274852631
Gene Ontology Biological Process	GO:0051968	positive regulation of synaptic transmission, glutamatergic	47	enriched	0.109025059561689	0.0103762946781913	enriched	0.62384284212597	0.306226017581918	farther	0.809498606510076	0.568327961383891
Gene Ontology Biological Process	GO:0042493	response to drug	435	enriched	0.10928739885314	0.0104224462562018	enriched	0.766927118233991	0.47602373562823	farther	0.285859340632659	0.0709245892633851
Gene Ontology Biological Process	GO:0030817	regulation of cAMP biosynthetic process	99	enriched	0.109523019463054	0.0104661462677429	depleted	0.755408577348944	0.461623432989365	closer	0.682908112283682	0.384786536156422
Gene Ontology Biological Process	GO:0050982	detection of mechanical stimulus	60	enriched	0.11061883487636	0.0106297625078004	depleted	0.591911312045789	0.272033673359288	closer	0.030300996571869	0.00172678677885821
Gene Ontology Biological Process	GO:0090278	negative regulation of peptide hormone secretion	52	enriched	0.11061883487636	0.0106351893969131	enriched	0.386271794473477	0.104374501725194	farther	0.0566265947717625	0.00450027211793421
Gene Ontology Biological Process	GO:0045665	negative regulation of neuron differentiation	177	enriched	0.11062760832031	0.010672337927703	enriched	0.484881710342514	0.172240099241531	closer	0.750417192636177	0.485392938908107
Gene Ontology Biological Process	GO:0042417	dopamine metabolic process	30	enriched	0.11062760832031	0.010686760910427	enriched	0.775039520990166	0.488549820170579	closer	0.947651831952526	0.848143884921296
Gene Ontology Biological Process	GO:0022898	regulation of transmembrane transporter activity	184	enriched	0.11062760832031	0.0107003637433291	enriched	0.627222748001577	0.310852862840424	closer	0.126524857057858	0.0166770503584694
Gene Ontology Biological Process	GO:0030818	negative regulation of cAMP biosynthetic process	43	enriched	0.110628902402427	0.0107219327779053	enriched	0.863656210833327	0.64728233654528	closer	0.755889857734767	0.493476597963329
Gene Ontology Biological Process	GO:0030307	positive regulation of cell growth	155	enriched	0.111898645586675	0.0109188873103636	enriched	0.476955669435903	0.166251010313687	closer	0.99110129715173	0.972149200341442
Gene Ontology Biological Process	GO:0048857	neural nucleus development	56	enriched	0.111898645586675	0.0109263514934918	depleted	0.254505313000558	0.0449217886223436	closer	0.795884647934633	0.547470971628063
Gene Ontology Biological Process	GO:0021783	preganglionic parasympathetic fiber development	41	enriched	0.112332316696083	0.0109958945399345	depleted	0.419688073655841	0.125849476632213	closer	0.975586328147916	0.928963978170605
Gene Ontology Biological Process	GO:0046888	negative regulation of hormone secretion	71	enriched	0.114792323484588	0.0113034503450612	enriched	0.618690879964281	0.300650908329221	farther	0.158931552647977	0.0246145203655232
Gene Ontology Biological Process	GO:0006887	exocytosis	751	enriched	0.11505467345884	0.0113515853441655	enriched	0.904007792504089	0.740168427124883	farther	0.149507609456029	0.0220247689836367
Gene Ontology Biological Process	GO:0010586	miRNA metabolic process	18	enriched	0.115565798604349	0.0114244150587746	enriched	0.817258354670365	0.557776054815731	closer	0.964878378405732	0.899331080837344
Gene Ontology Biological Process	GO:0009266	response to temperature stimulus	213	enriched	0.116860022775997	0.0115887766119097	enriched	0.987868502669161	0.969642989053631	farther	0.529626352386407	0.229235584045671
Gene Ontology Biological Process	GO:0040007	growth	922	enriched	0.118102860376493	0.0117896827086439	enriched	0.131260791792473	0.0125522232852329	closer	0.938803828317686	0.821843689497903
Gene Ontology Biological Process	GO:0051961	negative regulation of nervous system development	232	enriched	0.120290378664126	0.0120327854891735	enriched	0.493882894095321	0.178178842531729	closer	0.651727664613719	0.344127418720017
Gene Ontology Biological Process	GO:0032409	regulation of transporter activity	196	enriched	0.120440695815077	0.0120930956449331	enriched	0.457823773828881	0.15370241835077	closer	0.245323851988162	0.0544536974073189
Gene Ontology Biological Process	GO:0021533	cell differentiation in hindbrain	32	enriched	0.121445735665593	0.0122175492945228	depleted	0.44776618557925	0.145819380422514	closer	0.312441734374985	0.0838184455078463
Gene Ontology Biological Process	GO:0045935	positive regulation of nucleobase-containing compound metabolic process	1774	enriched	0.12377990010945	0.0125003543239046	enriched	0.585450811656902	0.264992435083069	farther	0.1693662659879	0.0273506090016042
Gene Ontology Biological Process	GO:0006171	cAMP biosynthetic process	102	enriched	0.126313590382976	0.0128051963113581	depleted	0.715903060819445	0.412556658231481	closer	0.610225480495566	0.299326212881032
Gene Ontology Biological Process	GO:0042752	regulation of circadian rhythm	129	enriched	0.128422689069184	0.013068794681396	enriched	0.398317763271296	0.112029283680297	farther	0.0840877769385436	0.00834528140118375
Gene Ontology Biological Process	GO:0035690	cellular response to drug	75	enriched	0.12881800665857	0.0131339933131243	enriched	0.244017140900861	0.0415287942839611	farther	0.180998115699845	0.0305230394764228
Gene Ontology Biological Process	GO:0034260	negative regulation of GTPase activity	50	enriched	0.1294759168669	0.0132512665450132	depleted	0.948970362182692	0.853237246539116	closer	0.530484630809925	0.230461657736334
Gene Ontology Biological Process	GO:0045912	negative regulation of carbohydrate metabolic process	50	enriched	0.129900974603726	0.0133199487430454	depleted	0.358275625335796	0.0869472926769561	closer	0.995127969942111	0.986433580341123
Gene Ontology Biological Process	GO:0050858	negative regulation of antigen receptor-mediated signaling pathway	22	enriched	0.131323936833387	0.0134913135339591	depleted	0.33101337121691	0.0747158497060208	closer	0.43585200012209	0.160013724308805
Gene Ontology Biological Process	GO:0071383	cellular response to steroid hormone stimulus	277	enriched	0.13222575963721	0.0136095906895442	enriched	0.834113061140771	0.591287523421662	farther	0.969979047024905	0.914662142701623
Gene Ontology Biological Process	GO:0045927	positive regulation of growth	256	enriched	0.132346601383757	0.0136476820965611	enriched	0.416818566271425	0.123534713671062	farther	0.772339324609164	0.51608406902744
Gene Ontology Biological Process	GO:0045595	regulation of cell differentiation	1565	enriched	0.134892927522359	0.0139938697070413	depleted	0.787645240173277	0.509298711195272	closer	0.192551460075732	0.0340389477784586
Gene Ontology Biological Process	GO:1902074	response to salt	20	enriched	0.134892927522359	0.0140305826887645	depleted	0.365164802251192	0.0914476428090021	closer	0.732422257127688	0.45492332346293
Gene Ontology Biological Process	GO:1902580	single-organism cellular localization	892	enriched	0.134892927522359	0.0140658538511829	enriched	0.103474828121761	0.00782228784017962	farther	0.308686017278779	0.0823322271323125
Gene Ontology Biological Process	GO:0001963	synaptic transmission, dopaminergic	20	enriched	0.140237017955917	0.0147059947110198	depleted	0.679801295363792	0.370051039740037	farther	0.654513359885052	0.347492167614878
Gene Ontology Biological Process	GO:0046580	negative regulation of Ras protein signal transduction	49	enriched	0.141324196555542	0.0148761260999052	enriched	0.952860096993731	0.861895413995909	closer	0.420537592695839	0.147838791328021
Gene Ontology Biological Process	GO:0030003	cellular cation homeostasis	523	enriched	0.141324196555542	0.0148850714398518	depleted	0.971071878624995	0.919906593587091	closer	0.633787326888799	0.326783153619733
Gene Ontology Biological Process	GO:0001977	renal system process involved in regulation of blood volume	19	enriched	0.141324196555542	0.0149295768797772	depleted	0.114852597506804	0.00977326813442273	closer	0.377740797972916	0.119641105618869
Gene Ontology Biological Process	GO:0006874	cellular calcium ion homeostasis	358	enriched	0.14260157959876	0.0151198030704636	depleted	0.275911820766415	0.0518237166742889	closer	0.103254462502128	0.0116684147390464
Gene Ontology Biological Process	GO:0010677	negative regulation of cellular carbohydrate metabolic process	45	enriched	0.143271441489694	0.0152463697185195	depleted	0.265283370856446	0.0486447119267683	closer	0.986789492543053	0.958098191151027
Gene Ontology Biological Process	GO:0072503	cellular divalent inorganic cation homeostasis	389	enriched	0.144740648906621	0.0154424436924815	depleted	0.570605037347888	0.246314676909042	closer	0.0386220708520567	0.00254535842017819
Gene Ontology Biological Process	GO:0031960	response to corticosteroid	182	enriched	0.14550157041893	0.0155965048345935	depleted	0.149056778904319	0.0160353774553009	closer	0.664874615605569	0.360766463732754
Gene Ontology Biological Process	GO:2000300	regulation of synaptic vesicle exocytosis	24	enriched	0.146509901958657	0.0157613870104777	enriched	0.964785834242454	0.896906470562283	closer	0.581722216219928	0.27183472054262
Gene Ontology Biological Process	GO:0071359	cellular response to dsRNA	62	enriched	0.146773448568361	0.0158870280092373	depleted	0.944386240338881	0.838030666460825	farther	0.733631176669624	0.458934017450285
Gene Ontology Biological Process	GO:0009152	purine ribonucleotide biosynthetic process	194	enriched	0.147057884898391	0.0159628640323898	enriched	0.962218946858307	0.886052368588969	farther	0.452443794418589	0.17153394009701
Gene Ontology Biological Process	GO:0014061	regulation of norepinephrine secretion	21	enriched	0.147982956936459	0.0160919633342418	depleted	0.484406970726772	0.171319863122106	closer	0.974738293006709	0.926369810159313
Gene Ontology Biological Process	GO:0021697	cerebellar cortex formation	31	enriched	0.148752428923934	0.0162333044163936	depleted	0.694235458199887	0.387555363368032	closer	0.521747233582241	0.223201423631713
Gene Ontology Biological Process	GO:0051261	protein depolymerization	116	enriched	0.150736302828118	0.0168126881934622	enriched	0.413084867103708	0.120680814270963	closer	0.614260771840919	0.303617943049883
Gene Ontology Biological Process	GO:0010001	glial cell differentiation	195	enriched	0.150736302828118	0.0168296395481675	depleted	0.828201370859271	0.577926911241205	closer	0.334205072591828	0.0956815065357879
Gene Ontology Biological Process	GO:0035335	peptidyl-tyrosine dephosphorylation	119	enriched	0.152079222292624	0.0170974896161508	enriched	0.678187241236279	0.367385205240238	closer	0.319435047307801	0.0876139933980496
Gene Ontology Biological Process	GO:0055083	monovalent inorganic anion homeostasis	21	enriched	0.152740814366693	0.0172312861558605	depleted	0.896020267358642	0.720986840380153	closer	0.976394509550861	0.935665216725108
Gene Ontology Biological Process	GO:0006164	purine nucleotide biosynthetic process	199	enriched	0.155131275223363	0.0175909664674679	enriched	0.979132195627243	0.941365162253634	farther	0.496833374150396	0.2048390360182
Gene Ontology Biological Process	GO:0048814	regulation of dendrite morphogenesis	83	enriched	0.155973684215614	0.0177771906025937	depleted	0.999554885423225	0.998779886481242	closer	0.42652659492763	0.153943112958955
Gene Ontology Biological Process	GO:0048486	parasympathetic nervous system development	42	enriched	0.157203421632108	0.017947822318533	depleted	0.38403602080333	0.103694936417724	closer	0.913583996494447	0.768550987552995
Gene Ontology Biological Process	GO:0015804	neutral amino acid transport	49	enriched	0.159477572096544	0.0182731357465668	enriched	0.727611781778967	0.423308131580787	farther	0.390400227691359	0.127752908315336
Gene Ontology Biological Process	GO:0001678	cellular glucose homeostasis	126	enriched	0.159477572096544	0.0183001982324392	enriched	0.574045142123483	0.25217746789713	farther	0.33443396456898	0.0960764900797696
Gene Ontology Biological Process	GO:0032870	cellular response to hormone stimulus	664	enriched	0.159738177546871	0.0184110156415022	depleted	0.932407742515677	0.807638889713898	farther	0.982172673358041	0.949236857794765
Gene Ontology Biological Process	GO:2000026	regulation of multicellular organismal development	1709	enriched	0.159738177546871	0.0184229919830177	depleted	0.727611781778967	0.423700034215939	closer	0.111705056010682	0.0132979386701542
Gene Ontology Biological Process	GO:0032011	ARF protein signal transduction	32	enriched	0.162453654772184	0.0188621320427483	enriched	0.426809743333513	0.132204297314781	closer	0.810614670746339	0.571021215933075
Gene Ontology Biological Process	GO:0032012	regulation of ARF protein signal transduction	32	enriched	0.162453654772184	0.0188621320427483	enriched	0.426809743333513	0.132204297314781	closer	0.810614670746339	0.571021215933075
Gene Ontology Biological Process	GO:0031279	regulation of cyclase activity	90	enriched	0.163040030117405	0.0189618178078005	depleted	0.560799197452318	0.236059726237349	closer	0.727743170173075	0.447764085672113
Gene Ontology Biological Process	GO:0051058	negative regulation of small GTPase mediated signal transduction	49	enriched	0.163775511459582	0.0191841917202333	enriched	0.952860096993731	0.861895413995909	closer	0.420537592695839	0.147838791328021
Gene Ontology Biological Process	GO:0007618	mating	38	enriched	0.163775511459582	0.0192529675397592	depleted	0.010825793815604	0.000179350839672161	closer	0.153918750985148	0.0232759047116011
Gene Ontology Biological Process	GO:1901701	cellular response to oxygen-containing compound	994	enriched	0.164577668909616	0.0193958563087898	enriched	0.9270700195737	0.789881414261416	farther	0.43585200012209	0.160194991138719
Gene Ontology Biological Process	GO:0042753	positive regulation of circadian rhythm	22	enriched	0.165038881222438	0.0194822017182526	enriched	0.880845037269281	0.684015585204119	closer	0.76461245028557	0.504653109754287
Gene Ontology Biological Process	GO:0003014	renal system process	101	enriched	0.166254205058052	0.0197223441549773	depleted	0.16007355455828	0.0183000388087958	closer	0.300980561575219	0.0775383446435941
Gene Ontology Biological Process	GO:0009214	cyclic nucleotide catabolic process	23	enriched	0.168215101630639	0.0200201729794945	enriched	0.166168750405161	0.0196477878943881	closer	0.882051195982596	0.690048192864073
Gene Ontology Biological Process	GO:0051649	establishment of localization in cell	1771	enriched	0.168709815119313	0.0201444555366344	enriched	8.98923599864693e-05	4.18185043550158e-07	farther	0.000162034877679035	1.02638202236771e-06
Gene Ontology Biological Process	GO:0006337	nucleosome disassembly	35	enriched	0.169640992079005	0.0203952030206874	enriched	0.912081594084166	0.756277314064799	farther	0.605244968965085	0.294134963964805
Gene Ontology Biological Process	GO:0031280	negative regulation of cyclase activity	34	enriched	0.169640992079005	0.0204220717144034	enriched	0.869820001583859	0.658491895518465	closer	0.963441325768917	0.89583796078959
Gene Ontology Biological Process	GO:0095500	acetylcholine receptor signaling pathway	26	enriched	0.169640992079005	0.0204529360482925	depleted	0.938670642116136	0.8231335500937	closer	0.905591989570184	0.735218650708519
Gene Ontology Biological Process	GO:1903831	signal transduction involved in cellular response to ammonium ion	26	enriched	0.169640992079005	0.0204529360482925	depleted	0.938670642116136	0.8231335500937	closer	0.905591989570184	0.735218650708519
Gene Ontology Biological Process	GO:1905144	response to acetylcholine	26	enriched	0.169640992079005	0.0204529360482925	depleted	0.938670642116136	0.8231335500937	closer	0.905591989570184	0.735218650708519
Gene Ontology Biological Process	GO:1905145	cellular response to acetylcholine	26	enriched	0.169640992079005	0.0204529360482925	depleted	0.938670642116136	0.8231335500937	closer	0.905591989570184	0.735218650708519
Gene Ontology Biological Process	GO:0009749	response to glucose	173	enriched	0.170118049081853	0.0205434279081206	enriched	0.984301730070337	0.956171915840115	farther	0.118360048413394	0.0147749314165974
Gene Ontology Biological Process	GO:0007565	female pregnancy	173	enriched	0.171598457363861	0.0207887256934315	depleted	0.55190871201116	0.225302785946725	farther	0.850622119048609	0.627537853285328
Gene Ontology Biological Process	GO:0021953	central nervous system neuron differentiation	183	enriched	0.171625983343481	0.0208253276939367	enriched	0.606840419653436	0.287998097292939	closer	0.357122257991061	0.108094933593971
Gene Ontology Biological Process	GO:0051094	positive regulation of developmental process	1237	enriched	0.172096157289207	0.0209298357439859	depleted	0.2197981886478	0.0346640096087075	closer	0.220787547337287	0.0443800516745042
Gene Ontology Biological Process	GO:0048243	norepinephrine secretion	21	enriched	0.172096157289207	0.021021747166164	depleted	0.484406970726772	0.171319863122106	closer	0.974738293006709	0.926369810159313
Gene Ontology Biological Process	GO:0042063	gliogenesis	258	enriched	0.172096157289207	0.0210432365781738	depleted	0.83023745253041	0.581625825175515	closer	0.441557872826738	0.163818912306721
Gene Ontology Biological Process	GO:0070200	establishment of protein localization to telomere	16	enriched	0.172201280533822	0.0211621655085178	enriched	0.682370182598355	0.372466453614454	closer	0.988992092170639	0.967904840738429
Gene Ontology Biological Process	GO:0016050	vesicle organization	365	enriched	0.174534562309322	0.0214827383342546	enriched	0.274847738718382	0.0510838472416483	farther	0.0372489739721751	0.00238988377297731
Gene Ontology Biological Process	GO:0032528	microvillus organization	51	enriched	0.174806502057831	0.0216992959556036	enriched	0.365765381465252	0.0924516490464602	closer	0.889270259979962	0.702582920082671
Gene Ontology Biological Process	GO:0014013	regulation of gliogenesis	115	enriched	0.175013054435876	0.0217791007846157	depleted	0.782892223386649	0.498073113357083	closer	0.665977677547186	0.36403509414287
Gene Ontology Biological Process	GO:0050857	positive regulation of antigen receptor-mediated signaling pathway	45	enriched	0.175860355293862	0.0219527173501158	depleted	0.120845942998252	0.0108299124128646	closer	0.00726682144660284	0.000238048618816802
Gene Ontology Biological Process	GO:0050773	regulation of dendrite development	136	enriched	0.177272020876622	0.0222004564190383	enriched	0.417699449971309	0.124686971159504	closer	0.73352302381916	0.458004525429145
Gene Ontology Biological Process	GO:0071625	vocalization behavior	36	enriched	0.177272020876622	0.0222320212264343	enriched	0.539503696180995	0.215843308570958	closer	0.0414269033212003	0.0028024790190151
Gene Ontology Biological Process	GO:0050805	negative regulation of synaptic transmission	78	enriched	0.179558712170735	0.0226580193105541	enriched	0.834113061140771	0.591429652578589	closer	0.812467174548927	0.573404338540927
Gene Ontology Biological Process	GO:0003407	neural retina development	52	enriched	0.1796456525507	0.0227094274113773	enriched	0.386739443763576	0.104786942113967	farther	0.555172078519191	0.249096177663098
Gene Ontology Biological Process	GO:0030901	midbrain development	99	enriched	0.1796456525507	0.0227695879701846	depleted	0.47473315904754	0.165084568197574	closer	0.354175667587998	0.106204643876455
Gene Ontology Biological Process	GO:0008207	C21-steroid hormone metabolic process	38	enriched	0.1796456525507	0.0228430990644039	depleted	0.593881991031316	0.274327240703918	farther	0.863093551589758	0.650457012711956
Gene Ontology Biological Process	GO:0015874	norepinephrine transport	23	enriched	0.181929579675539	0.0233098375975055	depleted	0.458906871570383	0.15482586191704	closer	0.769715173598307	0.512646120659776
Gene Ontology Biological Process	GO:0032095	regulation of response to food	13	enriched	0.182004514025754	0.0233906516781534	enriched	0.195418757606573	0.0279548445655458	farther	0.261761210947112	0.0613865559585745
Gene Ontology Biological Process	GO:0045055	regulated exocytosis	650	enriched	0.182004514025754	0.0234763266642146	depleted	0.841388450121804	0.603551825051904	farther	0.295149329946688	0.0741448985483442
Gene Ontology Biological Process	GO:0032225	regulation of synaptic transmission, dopaminergic	12	enriched	0.182004514025754	0.0236354106669988	depleted	0.924197752356585	0.782710334615117	farther	0.864033610511906	0.655519975100523
Gene Ontology Biological Process	GO:0009260	ribonucleotide biosynthetic process	206	enriched	0.182004514025754	0.0236643362920056	enriched	0.948970362182692	0.85319174732921	farther	0.390503371698487	0.128168611463681
Gene Ontology Biological Process	GO:0097484	dendrite extension	33	enriched	0.182004514025754	0.0236917918314578	enriched	0.325248588841671	0.0713037708819402	closer	0.595977141733482	0.286378626547258
Gene Ontology Biological Process	GO:0072522	purine-containing compound biosynthetic process	220	enriched	0.182004514025754	0.0237075079327984	enriched	0.880845037269281	0.682980903434816	farther	0.461373813619559	0.179219446112347
Gene Ontology Biological Process	GO:0021987	cerebral cortex development	103	enriched	0.185874533505665	0.0243917540576343	depleted	0.910824481380087	0.751013805015237	closer	0.130064047851956	0.0175721343967462
Gene Ontology Biological Process	GO:0006904	vesicle docking involved in exocytosis	47	enriched	0.187141207562153	0.0247709723037141	enriched	0.301536307091127	0.0642214081973346	farther	0.0840877769385436	0.00836150989910309
Gene Ontology Biological Process	GO:0014047	glutamate secretion	40	enriched	0.187141207562153	0.0247858222445887	enriched	0.377963399768286	0.098903478897619	farther	0.322193639536907	0.0893698581464069
Gene Ontology Biological Process	GO:0014046	dopamine secretion	27	enriched	0.189643730378862	0.0252172124520061	enriched	0.947592161034591	0.843684154936748	closer	0.889270259979962	0.702286971595129
Gene Ontology Biological Process	GO:0014059	regulation of dopamine secretion	27	enriched	0.189643730378862	0.0252172124520061	enriched	0.947592161034591	0.843684154936748	closer	0.889270259979962	0.702286971595129
Gene Ontology Biological Process	GO:0043266	regulation of potassium ion transport	98	enriched	0.189847277891361	0.0252810777110613	enriched	0.304852071066514	0.0653743249712074	closer	0.903873177590843	0.731823660166108
Gene Ontology Biological Process	GO:0072657	protein localization to membrane	505	enriched	0.193865284874713	0.0259664492825018	enriched	0.0106448017940876	0.000172132603343563	closer	0.987378057873414	0.960583537985397
Gene Ontology Biological Process	GO:0055074	calcium ion homeostasis	371	enriched	0.194326129417683	0.0260964181418466	depleted	0.188061927734028	0.0255972116927885	closer	0.0707270636757433	0.00627465417121505
Gene Ontology Biological Process	GO:0043087	regulation of GTPase activity	742	enriched	0.194326129417683	0.0261035099217783	enriched	0.848083083877751	0.617804920452265	closer	0.0209214992146036	0.00103816704767174
Gene Ontology Biological Process	GO:0035264	multicellular organism growth	152	enriched	0.196019142281775	0.0267484151928284	enriched	0.105946346048033	0.00837377767664171	farther	0.345783915655977	0.102615850914771
Gene Ontology Biological Process	GO:0000122	negative regulation of transcription from RNA polymerase II promoter	865	enriched	0.196019142281775	0.0267488808230993	enriched	0.780093820285245	0.494374076288721	farther	0.540265971858583	0.237930662543652
Gene Ontology Biological Process	GO:0098657	import into cell	68	enriched	0.196118765599353	0.0268004903561822	enriched	0.616810121236754	0.29794493486336	farther	0.727743170173075	0.447994670364614
Gene Ontology Biological Process	GO:0032986	protein-DNA complex disassembly	37	enriched	0.196557263480585	0.026898512893447	enriched	0.782892223386649	0.498859943849965	farther	0.443784618057808	0.165333211069414
Gene Ontology Biological Process	GO:0071242	cellular response to ammonium ion	63	enriched	0.197565428306406	0.0271130690523232	enriched	0.900231186703511	0.729751448136141	farther	0.952882058849285	0.864030722450306
Gene Ontology Biological Process	GO:0006884	cell volume homeostasis	22	enriched	0.198729393146364	0.0274654113807632	enriched	0.873205256551438	0.66497840607406	farther	0.937789439800326	0.819634150815986
Gene Ontology Biological Process	GO:0071322	cellular response to carbohydrate stimulus	117	enriched	0.200414618561389	0.0278558073664045	depleted	0.999945129139945	0.999768978696021	farther	0.517261824491735	0.220580735390932
Gene Ontology Biological Process	GO:0050650	chondroitin sulfate proteoglycan biosynthetic process	40	enriched	0.200720689922527	0.0279740600996893	depleted	0.188061927734028	0.0251793199210408	closer	0.0945328898695224	0.0101898410102312
Gene Ontology Biological Process	GO:1900271	regulation of long-term synaptic potentiation	26	enriched	0.202743649268371	0.0282952951101429	enriched	0.731856762464322	0.431260696045244	closer	0.66203465285972	0.357499180813085
Gene Ontology Biological Process	GO:0043270	positive regulation of ion transport	173	enriched	0.202935916712988	0.028361464615248	enriched	0.98635927461015	0.964678677417635	closer	0.649404674887802	0.340877662259385
Gene Ontology Biological Process	GO:0046390	ribose phosphate biosynthetic process	207	enriched	0.203074573446546	0.0285152597720091	enriched	0.936110299503507	0.816352052232269	farther	0.37398168702021	0.117417015426385
Gene Ontology Biological Process	GO:0050878	regulation of body fluid levels	539	enriched	0.203074573446546	0.0285262323847861	depleted	0.000498971811287061	3.77202958716716e-06	closer	0.427914145093689	0.155107472635239
Gene Ontology Biological Process	GO:0021801	cerebral cortex radial glia guided migration	29	enriched	0.203074573446546	0.0285838840657291	enriched	0.948676585425308	0.846986693636164	closer	0.111705056010682	0.0133725767790038
Gene Ontology Biological Process	GO:0022030	telencephalon glial cell migration	29	enriched	0.203074573446546	0.0285838840657291	enriched	0.948676585425308	0.846986693636164	closer	0.111705056010682	0.0133725767790038
Gene Ontology Biological Process	GO:0006928	movement of cell or subcellular component	1803	enriched	0.20487535649234	0.0289502102893809	depleted	0.590514598643691	0.27001820860641	closer	0.00396180257291726	9.55223831563404e-05
Gene Ontology Biological Process	GO:0097164	ammonium ion metabolic process	154	enriched	0.206513893603367	0.0292899516431837	depleted	0.767280002438738	0.476519699130396	closer	0.820368157016186	0.584113295040656
Gene Ontology Biological Process	GO:0046513	ceramide biosynthetic process	60	enriched	0.206513893603367	0.0293018356498672	enriched	0.77413284087397	0.486746668950319	farther	0.5277674051635	0.227400792179193
Gene Ontology Biological Process	GO:0009409	response to cold	58	enriched	0.207957448614896	0.0295665868086343	depleted	0.880963717766832	0.685547771551892	farther	0.757100386125742	0.495145707072738
Gene Ontology Biological Process	GO:0010721	negative regulation of cell development	250	enriched	0.207957448614896	0.0295872780157654	enriched	0.740015732520183	0.4432740070172	closer	0.746375964225731	0.4797407825882
Gene Ontology Biological Process	GO:0070570	regulation of neuron projection regeneration	42	enriched	0.208282044355706	0.0297142052036828	depleted	0.909000705120373	0.747089831900578	closer	0.603401443635931	0.292593235377034
Gene Ontology Biological Process	GO:0051350	negative regulation of lyase activity	34	enriched	0.208471779979846	0.0297816828542637	enriched	0.869820001583859	0.658491895518465	closer	0.963441325768917	0.89583796078959
Gene Ontology Biological Process	GO:0072507	divalent inorganic cation homeostasis	413	enriched	0.210996414213437	0.0302634962081674	depleted	0.46923090700739	0.161988805074658	closer	0.0142347105594745	0.000586147178805895
Gene Ontology Biological Process	GO:0021952	central nervous system projection neuron axonogenesis	35	enriched	0.211571097762581	0.0303884829312023	enriched	0.278042862451114	0.0524395629317569	closer	0.804463072767593	0.558711221113837
Gene Ontology Biological Process	GO:1903307	positive regulation of regulated secretory pathway	33	enriched	0.212105222235177	0.0305063141885058	enriched	0.740015732520183	0.443373021180143	farther	0.25387062707054	0.0583621949419772
Gene Ontology Biological Process	GO:0010039	response to iron ion	32	enriched	0.212817897751794	0.0306500674606673	depleted	0.419043443756343	0.125448612698711	farther	0.833968676959096	0.603612917186521
Gene Ontology Biological Process	GO:0010563	negative regulation of phosphorus metabolic process	561	enriched	0.213608085564278	0.0308466803150586	depleted	0.927362661642455	0.791030958076546	closer	0.981517480768925	0.946794859509117
Gene Ontology Biological Process	GO:0045936	negative regulation of phosphate metabolic process	560	enriched	0.213686752511255	0.0309316557306559	depleted	0.938903582560428	0.824322829338274	closer	0.969813379588058	0.913060613193779
Gene Ontology Biological Process	GO:0055067	monovalent inorganic cation homeostasis	123	enriched	0.218490424317375	0.0319328900824386	enriched	0.984301730070337	0.958898041440554	farther	0.592578088736952	0.283481822640589
Gene Ontology Biological Process	GO:0031498	chromatin disassembly	36	enriched	0.218921994800405	0.0320384000919375	enriched	0.918876940761363	0.770396696165866	farther	0.709928868971531	0.423975740511976
Gene Ontology Biological Process	GO:0009746	response to hexose	174	enriched	0.218979873991734	0.0321256280156051	depleted	0.98635927461015	0.964934006565618	farther	0.126524857057858	0.0166015351234491
Gene Ontology Biological Process	GO:0055017	cardiac muscle tissue growth	97	enriched	0.219466782107071	0.0323017234959384	depleted	0.967810419531902	0.912094254654799	closer	0.32299718275707	0.089766686966488
Gene Ontology Biological Process	GO:1904353	regulation of telomere capping	36	enriched	0.22126603477782	0.0327305127615969	enriched	0.860571062514488	0.640947998226675	closer	0.976163078437293	0.932496103461342
Gene Ontology Biological Process	GO:1903779	regulation of cardiac conduction	70	enriched	0.221793196478116	0.0329314961237134	depleted	0.940162893237389	0.82818379188821	farther	0.700593219443989	0.412153599731054
Gene Ontology Biological Process	GO:0009150	purine ribonucleotide metabolic process	422	enriched	0.223567519674741	0.0332382802075065	enriched	0.958300381049353	0.873886100889561	farther	0.754403612669391	0.490311167528682
